STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
IL,2010Q2,228286.596855866,185893.994545841,42392.6023100248,18.5699041879319%,1.35993349967156,0.813311566627253
IL,2010Q3,225727.858241052,187769.475360076,37958.382880976,16.8159939037922%,1.34469075477495,0.728604185239639
IL,2010Q4,223031.351889877,189853.869561981,33177.4823278959,14.8757033693978%,1.3286273092221,0.637404736513363
IL,2011Q1,220365.219745893,191994.728220938,28370.4915249551,12.8743054632984%,1.3127448068453,0.546431983925665
IL,2011Q2,218070.687238671,193999.859871533,24070.8273671381,11.0380847934841%,1.29907597273225,0.464083823338564
IL,2011Q3,216444.141716088,195825.939877818,20618.2018382696,9.52587659559513%,1.28938642557807,0.397834898812927
IL,2011Q4,215550.980846568,197392.720775196,18158.2600713714,8.42411386858718%,1.28406574795711,0.350587527172101
IL,2012Q1,215472.395778362,198653.443540078,16818.9522382845,7.80561805957952%,1.28359760629527,0.324814735175146
IL,2012Q2,216136.839164118,199724.370998806,16412.4681653121,7.59355426348665%,1.28755578356617,0.317117979624541
IL,2012Q3,217453.616775807,200746.129282737,16707.4874930695,7.68324194409458%,1.29540000223873,0.32297938234998
IL,2012Q4,219362.856498087,201862.978653814,17499.8778442724,7.97759389335134%,1.30677359619034,0.338475635949677
IL,2013Q1,221869.20277803,203185.251298185,18683.9514798441,8.42115590893279%,1.32170423300746,0.361580363801241
IL,2013Q2,224732.084524901,204687.535870701,20044.5486541997,8.91930882792069%,1.33875879883301,0.388141458978951
IL,2013Q3,227661.137601086,206310.27565212,21350.861948967,9.37835160359186%,1.3562075560333,0.41369232425889
IL,2013Q4,230531.640250377,207993.852240761,22537.7880096157,9.77644022535811%,1.37330752058414,0.436968136933846
IL,2014Q1,233254.957538836,211794.811932333,21460.145606503,9.20029560483401%,1.38953068244216,0.416318225193143
IL,2014Q2,235901.673531878,211882.342548743,24019.3309831352,10.1819247924451%,1.40529752023565,0.466276231278597
IL,2014Q3,238482.900182884,216251.733463697,22231.1667191869,9.32191226378857%,1.42067422934295,0.431816384288147
IL,2014Q4,240997.875688502,220507.388152028,20490.4875364739,8.50235193066953%,1.43565627160058,0.398219334480141
IL,2015Q1,243423.115972481,220584.218367703,22838.8976047782,9.38238651392505%,1.45010374925525,0.444137503874062
IL,2015Q2,245798.255603839,218323.287827408,27474.9677764312,11.1778530359928%,1.46425277068518,0.5346783051088
IL,2015Q3,248173.244857191,219357.318019114,28815.926838077,11.6112141156308%,1.47840089629342,0.561172773947303
IL,2015Q4,250596.916761747,221278.397046121,29318.5197156261,11.6994734390529%,1.4928390309041,0.571364392884627
IL,2016Q1,253096.875763407,223328.866942925,29768.0088204814,11.7615078142286%,1.50773161785833,0.580535423933763
IN,1975Q1,25195.6548477644,23644.0794921348,1551.5753556296,6.15810688392278%,0.214941110036106,0.0000549858479472155
IN,1975Q2,25286.940800381,23930.7845904959,1356.15620988502,5.36306950133166%,0.21571985955084,0.0000480891567315557
IN,1975Q3,25445.8377002433,24171.6899853971,1274.14771484619,5.0072932550144%,0.217075389948604,0.0000452037090483352
IN,1975Q4,25693.8504022202,24409.1578821092,1284.69252011101,5%,0.219191156567414,0.0000456036738419802
IN,1976Q1,26076.0595965423,24772.2566167152,1303.80297982712,5%,0.22245173736954,0.0000496241780336142
IN,1976Q2,26638.3798869003,25169.3587699517,1469.02111694867,5.5146789075978%,0.227248824332973,0.0000591321867423316
IN,1976Q3,27330.8754708577,25531.9360896358,1798.93938122197,6.58207741329082%,0.233156421115444,0.0000725148608190433
IN,1976Q4,28138.2442244849,25945.9960871915,2192.24813729337,7.79099122107182%,0.240043987132744,0.0000885208641894605
IN,1977Q1,29015.6864086976,26409.1748452993,2606.51156339837,8.98311184744899%,0.247529341183145,0.000105349387518611
IN,1977Q2,29994.6350265918,26910.3971163128,3084.23791027897,10.2826319024874%,0.2558806344466,0.000124949636515475
IN,1977Q3,31119.4918323345,27428.4723734726,3691.01945886193,11.8607960526746%,0.265476652963239,0.000149956962997661
IN,1977Q4,32389.4228199252,27944.4346781542,4444.988141771,13.7235793502209%,0.276310281927887,0.000181196022463659
IN,1978Q1,33747.4595222875,28458.4750565719,5288.98446571562,15.6722447869673%,0.287895530179588,0.000216806741603205
IN,1978Q2,35139.5354658186,28981.2785083065,6158.25695751208,17.5251518720343%,0.299771163115704,0.000253358870413361
IN,1978Q3,36518.4855994555,29562.6429631649,6955.84263629059,19.0474564377727%,0.311534821341664,0.000287128605627167
IN,1978Q4,37835.258639344,30243.5824903755,7591.67614896853,20.0650832635623%,0.322768054237152,0.000314313975058029
IN,1979Q1,39055.0334849611,31044.8318048269,8010.20168013416,20.5100366466685%,0.33317380716936,0.000332388687349925
IN,1979Q2,40111.0585506383,31928.4344632385,8182.6240873998,20.3999205781857%,0.342182630365824,0.000340351448168465
IN,1979Q3,40969.3394506782,32828.8862512148,8140.45319946346,19.8696227681765%,0.349504521798772,0.000339317846745376
IN,1979Q4,41654.2116358462,33683.9304143269,7970.28122151934,19.1343945990335%,0.355347084280371,0.000332846732046869
IN,1980Q1,42226.0137283352,34445.2263708045,7780.78735753066,18.4265259031768%,0.360225059360723,0.000325303793258781
IN,1980Q2,42731.6800000001,35144.6312796719,7587.04872032825,17.755091118178%,0.364538837684652,0.000317698670942343
IN,1980Q3,43230.5360541641,35819.5458724129,7410.99018175115,17.1429523160801%,0.368794518859763,0.00031079291777282
IN,1980Q4,43704.1100715646,36510.7247515799,7193.38531998472,16.45928794387%,0.372834522011075,0.000302103219130324
IN,1981Q1,44161.7652991797,37255.3598911791,6906.40540800064,15.638879834654%,0.376738723875713,0.000290635145361031
IN,1981Q2,44557.7803662406,38045.9436472748,6511.8367189658,14.614365135431%,0.380117080922569,0.000274323751036463
IN,1981Q3,44891.1412341358,38881.0741327411,6010.06710139474,13.3880915837012%,0.382960942509851,0.000253376961062941
IN,1981Q4,45115.982015734,39755.3892360074,5360.59277972664,11.8818044963693%,0.384879032254695,0.000226097874251758
IN,1982Q1,45215.9940217526,40654.6689806316,4561.32504112095,10.0878574933608%,0.38573222268457,0.000192426711105337
IN,1982Q2,45272.7562899616,41527.2005263764,3745.55576358525,8.27331064094226%,0.386216454787714,0.000158001127343889
IN,1982Q3,45362.5529598811,42312.8648524493,3049.68810743179,6.72291991618936%,0.386982499410355,0.00012861942255241
IN,1982Q4,45547.7771281516,42951.0127842905,2596.7643438611,5.70118786819156%,0.388562624577735,0.000109489467523822
IN,1983Q1,45782.5861574077,43399.2106958929,2383.37546151478,5.20585589752479%,0.390565752247952,0.000100409457424117
IN,1983Q2,46007.5917961088,43698.4364158589,2309.15538024996,5.01907465725094%,0.392485248368971,0.0000972736485828056
IN,1983Q3,46216.0302322145,43905.2287206037,2310.80151161073,5%,0.394263411671391,0.0000973458124601928
IN,1983Q4,46443.4285926225,44121.2571629914,2322.17142963113,5%,0.396203319814355,0.0000996805970120615
IN,1984Q1,46738.6452508668,44401.7129883234,2336.93226254334,5%,0.398721777723371,0.000104421108133264
IN,1984Q2,47121.2109869863,44765.150437637,2356.06054934932,5%,0.401985400140813,0.000112474028597016
IN,1984Q3,47568.878935484,45190.4349887098,2378.44394677421,5%,0.405804401724978,0.000123615215111263
IN,1984Q4,48098.6032092757,45693.673048812,2404.93016046379,5%,0.410323415980008,0.000139690988241061
IN,1985Q1,48689.1833645875,46254.7241963581,2434.45916822938,5%,0.415361584462431,0.000161110182931327
IN,1985Q2,49337.0875645046,46870.2331862794,2466.85437822523,5%,0.420888777495066,0.000189211562909418
IN,1985Q3,50035.3956956432,47533.6259108611,2501.76978478216,5%,0.426845960420498,0.000225467420040835
IN,1985Q4,50790.2829830378,48250.7688338859,2539.5141491519,5%,0.433285813342961,0.000272869461999937
IN,1986Q1,51595.3252295271,49015.5589680508,2579.76626147636,5%,0.440153532206863,0.000334095194741596
IN,1986Q2,52440.0162629788,49818.0154498299,2622.00081314894,5%,0.447359490117648,0.000410729155541094
IN,1986Q3,53300.6445579622,50635.6123300641,2665.03222789811,5%,0.454701406895359,0.000500994290777141
IN,1986Q4,54158.0818896096,51450.1777951291,2707.90409448048,5%,0.462016101947512,0.000600180939126259
IN,1987Q1,55001.4795423579,52251.4055652401,2750.0739771179,5%,0.469211026182619,0.00070244142015131
IN,1987Q2,55822.289724031,53031.1752378294,2791.11448620155,5%,0.476213259410678,0.000805998978825493
IN,1987Q3,56625.431314549,53794.1597488215,2831.27156572745,5%,0.483064764006417,0.000916432919487026
IN,1987Q4,57420.9388126064,54549.8918719761,2871.04694063032,5%,0.489851143074857,0.00104502900723236
IN,1988Q1,58230.4024625066,55318.8823393812,2911.52012312533,5%,0.496756580401042,0.00121056713951726
IN,1988Q2,59032.8579505336,56081.2150530069,2951.64289752668,5%,0.503602231938707,0.00141241927712809
IN,1988Q3,59816.6066147008,56825.7762839657,2990.83033073504,5%,0.510288297805353,0.00164740285957198
IN,1988Q4,60599.7306450863,57569.744112832,3029.98653225432,5%,0.516969034996113,0.00192355207386573
IN,1989Q1,61390.9311277509,58321.3845713633,3069.54655638755,5%,0.523718671432735,0.00224488839473274
IN,1989Q2,62188.5371257334,59079.1102694467,3109.42685628667,5%,0.530522952552383,0.00260699062893563
IN,1989Q3,62967.918002134,59819.5221020273,3148.3959001067,5%,0.537171757345378,0.00297932091225133
IN,1989Q4,63701.8167139386,60516.7258782417,3185.09083569693,5%,0.543432559246438,0.00331122368206077
IN,1990Q1,64400.8133832957,61180.7727141309,3220.04066916479,5%,0.549395616008843,0.00358213461245607
IN,1990Q2,65073.4999999999,61819.8249999999,3253.675,5%,0.555134224867174,0.00380554640080855
IN,1990Q3,65922.8328300211,62626.69118852,3296.14164150105,5%,0.562379781387847,0.00424230446507544
IN,1990Q4,66752.6827843505,63415.048645133,3337.63413921753,5%,0.569459131832386,0.00472827689018977
IN,1991Q1,67575.4716148559,64196.6980341131,3378.7735807428,5%,0.576478244676354,0.00531817241064191
IN,1991Q2,68392.0799305541,64972.4759340264,3419.60399652771,5%,0.583444632289672,0.00602744512541798
IN,1991Q3,69250.3136515068,65787.7979689314,3462.51568257534,5%,0.590766121243485,0.00694456640199267
IN,1991Q4,70184.7798211477,66675.5408300904,3509.23899105738,5%,0.59873794007524,0.00817223159564521
IN,1992Q1,71209.6749664412,67649.1912181191,3560.48374832206,5%,0.607481197654018,0.00981271399316324
IN,1992Q2,72320.4545334346,68704.4318067629,3616.02272667173,5%,0.616957124935034,0.011951887776482
IN,1992Q3,73494.2718266527,69819.55823532,3674.71359133263,5%,0.62697081949897,0.0146193768603924
IN,1992Q4,74720.8324071397,70984.7907867827,3736.04162035699,5%,0.637434460721607,0.0178394450241005
IN,1993Q1,76001.8963064879,72201.8014911635,3800.09481532439,5%,0.648363063221396,0.0216773090394164
IN,1993Q2,77333.6407862393,73466.9587469273,3866.68203931197,5%,0.659724015674974,0.0263431232295899
IN,1993Q3,78704.8890241437,74769.6445729365,3935.24445120718,5%,0.671421969952054,0.0321682081392764
IN,1993Q4,80097.1200988487,76092.2640939063,4004.85600494244,5%,0.683298926293612,0.0395924302674197
IN,1994Q1,81485.3538727863,77411.086179147,4074.26769363933,5%,0.69514178214168,0.0490468829020907
IN,1994Q2,82868.879475586,78725.4355018067,4143.4439737793,5%,0.706944473146377,0.0606495824816257
IN,1994Q3,84263.5834965739,80050.4043217452,4213.17917482869,5%,0.718842525896117,0.0742528016962683
IN,1994Q4,85680.2817345759,81396.2676478471,4284.0140867288,5%,0.730928208673653,0.0891762228547416
IN,1995Q1,87109.9025001402,82754.4073751332,4355.49512500702,5%,0.743124131984148,0.104132021908181
IN,1995Q2,88522.1685577814,84096.0601298923,4426.10842788908,5%,0.755172004362534,0.118839431835784
IN,1995Q3,89943.7404914058,85446.5534668355,4497.18702457029,5%,0.767299264052969,0.135465600009191
IN,1995Q4,91364.0230533058,86795.8219006405,4568.20115266529,5%,0.779415524267844,0.156353971849797
IN,1996Q1,92781.5192117012,88142.4432511162,4639.07596058506,5%,0.791508014008569,0.184575247317048
IN,1996Q2,94173.0983781794,89464.4434592705,4708.65491890897,5%,0.803379408999221,0.220353818096241
IN,1996Q3,95506.7502373597,90731.4127254917,4775.33751186798,5%,0.814756633077974,0.261767000981518
IN,1996Q4,96769.4537559622,91217.5297947291,5551.92396123313,5.73726909240827%,0.825528605371402,0.305607774790261
IN,1997Q1,97981.3706213374,91740.3869776163,6240.98364372105,6.36956148311111%,0.835867322816499,0.343830070001151
IN,1997Q2,99197.036566391,92307.1962902819,6889.84027610908,6.94561099262056%,0.846238023210741,0.379976186162744
IN,1997Q3,100447.025939225,92891.3048429476,7555.72109627773,7.5220953787614%,0.856901532651307,0.417218557161314
IN,1997Q4,101758.68051625,93466.3140893107,8292.36642693945,8.14905066071019%,0.868091100553912,0.458555858384692
IN,1998Q1,103143.428664845,94016.5219581413,9126.90670670389,8.8487524846211%,0.879904220950179,0.505753912177886
IN,1998Q2,104604.802738631,94538.950936954,10065.8518016766,9.62274344785823%,0.892371027925244,0.558714314088327
IN,1998Q3,106134.073084292,95050.0427152329,11084.0303690588,10.4434231599271%,0.90541704985354,0.616251636548718
IN,1998Q4,107718.524795799,95562.1677730346,12156.3570227649,11.2852984626456%,0.918933817396507,0.676973296118092
IN,1999Q1,109312.890731417,96091.0564977515,13221.8342336655,12.0954026054912%,0.932535161996439,0.737632162258843
IN,1999Q2,110914.638518094,96643.48566618,14271.1528519142,12.8667893098584%,0.946199480282528,0.797295320362458
IN,1999Q3,112526.832183599,97237.095201468,15289.7369821313,13.5876365533729%,0.959952911108224,0.855247563893678
IN,1999Q4,114125.381377274,97886.4037470465,16238.9776302275,14.2290675695925%,0.973589942580984,0.909274613864576
IN,2000Q1,115705.787509356,98570.794817797,17134.9926915593,14.8091059750781%,0.98707219777102,0.958447305194964
IN,2000Q2,117221.2,99367.2844770256,17853.9155229744,15.2309612279813%,1,1
IN,2000Q3,118682.988822393,100241.919460361,18441.0693620325,15.5380897843996%,1.0124703451457,1.03483589135922
IN,2000Q4,120109.569296195,101192.261355582,18917.307940613,15.7500422751181%,1.02464033209176,1.06413540458667
IN,2001Q1,121544.477490792,102263.092713079,19281.3847777129,15.8636452891689%,1.03688136182526,1.09090933411401
IN,2001Q2,122988.96226979,103282.103443943,19706.8588258469,16.0232743346656%,1.04920408825187,1.1176534251773
IN,2001Q3,124450.590509583,104253.124155035,20197.4663545481,16.2293053587342%,1.06167306348667,1.14755017317572
IN,2001Q4,125931.02320701,105125.542325568,20805.4808814416,16.5213307663203%,1.0743024572945,1.18353443032578
IN,2002Q1,127382.666325638,105808.797720669,21573.8686049696,16.9362670976117%,1.08668625065806,1.22549488097435
IN,2002Q2,128816.876489756,106380.16706654,22436.7094232156,17.4175232582975%,1.09892132557725,1.27557100277618
IN,2002Q3,130276.758421857,106773.398879072,23503.3595427857,18.0410994466703%,1.11137540327055,1.337623626568
IN,2002Q4,131805.011407003,106966.322788499,24838.688618504,18.8450259617248%,1.12441274621829,1.41543821242271
IN,2003Q1,133434.896531401,107020.592858741,26414.3036726601,19.7956489338935%,1.13831710075823,1.50895125475772
IN,2003Q2,135145.947781529,107146.276684769,27999.6710967605,20.7180988822717%,1.15291387378332,1.6017113957546
IN,2003Q3,136940.347637162,107696.214332315,29244.1333048472,21.3553812367503%,1.16822168376678,1.67492300765433
IN,2003Q4,138805.619605765,108998.303280037,29807.3163257275,21.4741423368781%,1.18413409524698,1.70894963216467
IN,2004Q1,140726.843274394,111234.607128217,29492.2361461772,20.9570793033936%,1.20052382397036,1.69149858912425
IN,2004Q2,142706.363878036,114107.460126924,28598.9037511121,20.040384306585%,1.21741087685535,1.64171516685731
IN,2004Q3,144685.356121356,117139.17842264,27546.1776987163,19.0386770556184%,1.23429342236179,1.58272425817348
IN,2004Q4,146643.700782448,119866.131299277,26777.5694831713,18.2602930369965%,1.25099982582031,1.5400111291472
IN,2005Q1,148589.798808806,121953.392122024,26636.406686782,17.9261341628544%,1.26760175470654,1.53330068046227
IN,2005Q2,150530.715602486,123594.603739209,26936.1118632771,17.8940967333263%,1.28415948311812,1.55217729410286
IN,2005Q3,152475.956816925,125107.488315841,27368.4685010841,17.9493666230571%,1.30075410264462,1.57884444820754
IN,2005Q4,154408.012362868,126811.759260959,27596.2531019091,17.872293464316%,1.3172362368144,1.59384528949423
IN,2006Q1,156238.128994312,128913.602025984,27324.5269683287,17.4890259786223%,1.33284874232914,1.57981387313653
IN,2006Q2,157961.47751781,131196.789617466,26764.6879003439,16.9438070097351%,1.34755042191865,1.54949340473979
IN,2006Q3,159546.75792522,133321.57681326,26225.1811119597,16.4373011730213%,1.36107425896698,1.52043699915075
IN,2006Q4,160942.624728537,134952.612740902,25990.0119876356,16.1486194421603%,1.37298223127333,1.50914501286253
IN,2007Q1,162069.896078113,135915.857150062,26154.0389280509,16.1375058298584%,1.38259884797386,1.52232999339663
IN,2007Q2,162805.887369035,136543.256105182,26262.6312638533,16.1312540278862%,1.38887750141643,1.53097552505695
IN,2007Q3,163078.135054134,137371.908738647,25706.2263154867,15.7631348353067%,1.39120001376998,1.50054099986088
IN,2007Q4,162910.579364935,138920.285303197,23990.2940617376,14.7260504230343%,1.38977061627875,1.40195621374103
IN,2008Q1,162470.266644989,141499.31481113,20970.9518338595,12.9075628832953%,1.38601436126732,1.22669443038242
IN,2008Q2,161872.209302561,144577.955653582,17294.2536489787,10.6838930063983%,1.38091240579828,1.01227005196122
IN,2008Q3,161292.893824817,147421.425994446,13871.4678303705,8.6001729533333%,1.37597033492932,0.812250898638874
IN,2008Q4,160842.734178855,149293.890081538,11548.8440973164,7.18020876496305%,1.37213007697289,0.676398392250142
IN,2009Q1,160711.558183763,149693.415307587,11018.1428761753,6.8558496978648%,1.37101103028942,0.645356266955429
IN,2009Q2,160851.235596695,149058.983548806,11792.2520478892,7.33115415877565%,1.372202601549,0.690733018788334
IN,2009Q3,161175.217920557,148061.699682595,13113.5182379614,8.13618768886982%,1.3749664559018,0.76809381371441
IN,2009Q4,161627.440166518,147373.222291552,14254.2178749657,8.81918185444264%,1.37882430965148,0.834778933094809
IN,2010Q1,162079.534192164,147500.367803659,14579.166388504,8.9950692795173%,1.38268106956902,0.852656493121039
IN,2010Q2,162524.293639698,148406.122857233,14118.170782465,8.68680642523745%,1.38647525908025,0.825748806848191
IN,2010Q3,162953.839978913,149849.16432594,13104.6756529729,8.04195571866773%,1.39013966738878,0.766731812566822
IN,2010Q4,163408.745386444,151603.557887691,11805.1874987533,7.224330295686%,1.39402041086803,0.691068438971177
IN,2011Q1,164015.613806307,153465.090236127,10550.5235701798,6.43263365318339%,1.39919753258205,0.618410241705265
IN,2011Q2,164891.465160772,155266.192319129,9625.27284164244,5.83733841667162%,1.40666931545464,0.564429094952402
IN,2011Q3,166015.83807758,156877.794124924,9138.04395265604,5.50432058680196%,1.41626120597281,0.536037141136068
IN,2011Q4,167340.368780163,158163.642499972,9176.72628019183,5.48386880409436%,1.42756061855845,0.538467316669472
IN,2012Q1,168851.623773521,159041.774065985,9809.84970753567,5.80974555547865%,1.44045295367665,0.575718325155251
IN,2012Q2,170635.89680195,159659.359871391,10976.5369305584,6.43272437762523%,1.45567437291164,0.644451422719801
IN,2012Q3,172704.981733165,160215.246563639,12489.7351695261,7.23183259926064%,1.47332548833457,0.733658065031062
IN,2012Q4,175101.353124903,160909.841052631,14191.5120722717,8.10474152198507%,1.49376864530394,0.834097326164884
IN,2013Q1,177727.551112753,161896.141144273,15831.4099684801,8.90768475082204%,1.51617242540388,0.931059839314035
IN,2013Q2,180449.222858145,163137.344223569,17311.8786345758,9.59376735481151%,1.53939068068016,1.01879682248543
IN,2013Q3,183188.212047744,164549.076915306,18639.1351324384,10.17485509798%,1.56275666899626,1.09765481485505
IN,2013Q4,185846.647608088,166046.783454273,19799.8641538145,10.6538721083462%,1.58543546396119,1.16682848273897
IN,2014Q1,188455.330199085,169084.631105314,19370.6990937708,10.2786687292461%,1.60768982231102,1.14229975323479
IN,2014Q2,191106.876687812,169158.671249998,21948.2054378146,11.4847805679273%,1.63030984743214,1.29526423947256
IN,2014Q3,193852.16886688,172651.863133762,21200.3057331183,10.9363263032031%,1.65372960579554,1.25199391972014
IN,2014Q4,196713.098889854,176054.702288001,20658.3966018533,10.501790027425%,1.67813585673798,1.22081682029747
IN,2015Q1,199697.769107116,176122.529433613,23575.2396735036,11.8054597098969%,1.70359772043893,1.39424792249757
IN,2015Q2,202744.855798809,174325.204827754,28419.6509710554,14.0174461438652%,1.72959205159825,1.68214997881322
IN,2015Q3,205836.584137214,175159.975804079,30676.6083331353,14.9033800097876%,1.75596721529224,1.81724687793802
IN,2015Q4,208969.971106932,176704.367342974,32265.6037639588,15.4403063717935%,1.78269776377424,1.91297329986569
IN,2016Q1,212141.71070582,178353.413376537,33788.2973292826,15.9272295942486%,1.80975549393642,2.00493942458683
IA,1975Q1,25417.1027603437,21968.6074163695,3448.49534397425,13.5676177434143%,0.256188847825566,0.000175274417559689
IA,1975Q2,26406.6824261788,22293.2499297528,4113.43249642607,15.5772407530759%,0.266163205517405,0.000209796961665811
IA,1975Q3,27327.2829745219,22583.9079827247,4743.3749917972,17.3576531418056%,0.27544229590042,0.000242820804277517
IA,1975Q4,28207.6192779381,22855.2027535205,5352.41652441756,18.9750736199273%,0.284315547324775,0.000275067153460493
IA,1976Q1,29068.8406838126,23131.8993411651,5936.94134264746,20.4237293369375%,0.292996132274761,0.000306785607712288
IA,1976Q2,29938.5156110127,23416.8008850176,6521.71472599519,21.7836943244982%,0.301761923548573,0.000338247656027563
IA,1976Q3,30817.7870844808,23742.2678007316,7075.51928374919,22.9592062024216%,0.310624442138423,0.000368170921908577
IA,1976Q4,31698.9276914712,24132.3782416893,7566.54944978196,23.8700486130885%,0.319505800450803,0.000394836019040032
IA,1977Q1,32645.2730221101,24588.244090273,8057.02893183707,24.6805377500754%,0.329044382490914,0.000420719991878944
IA,1977Q2,33672.1900825649,25123.0002415782,8549.18984098666,25.3894677477879%,0.339395078280712,0.000447580846384689
IA,1977Q3,34793.4212747545,25693.495866896,9099.92540785856,26.1541552237673%,0.350696402825117,0.000477761781756928
IA,1977Q4,36011.4241521855,26270.5960365438,9740.82811564176,27.049272126747%,0.362973126760156,0.000512976399351113
IA,1978Q1,37296.2674767939,26850.9367653235,10445.3307114705,28.0063701226125%,0.375923561515504,0.000552751179081628
IA,1978Q2,38603.5709020335,27413.0716340649,11190.4992679686,28.9882490310738%,0.389100380346055,0.000593913375593587
IA,1978Q3,39871.3976716305,27999.2970950538,11872.1005765767,29.7759829598951%,0.401879298636153,0.000631679398137105
IA,1978Q4,41079.1712680677,28635.9334251879,12443.2378428799,30.2908687268295%,0.41405291767617,0.000663475366449459
IA,1979Q1,42149.1940928456,29334.5195875012,12814.6745053444,30.4031305488699%,0.424838093201943,0.000684032931380146
IA,1979Q2,43044.4418440065,30104.6836652133,12939.7581787932,30.0613914932085%,0.433861642898023,0.000691787809762315
IA,1979Q3,43686.3441135227,30923.2280445309,12763.1160689917,29.2153448130741%,0.440331625114113,0.000683298640850933
IA,1979Q4,44008.2753681239,31774.4779247004,12233.7974434235,27.7988567856597%,0.443576495230624,0.000655768783507467
IA,1980Q1,44031.1203210594,32632.4890687533,11398.6312523061,25.8876702868137%,0.443806758381635,0.000611242736468997
IA,1980Q2,43806.7500000002,33485.2301981314,10321.5198018687,23.5614826524878%,0.441545242795835,0.000554125330482589
IA,1980Q3,43363.9074153737,34292.6655903991,9071.24182497461,20.9188755480061%,0.437081660435828,0.000487607727436245
IA,1980Q4,42756.2821892844,35022.0973452148,7734.18484406961,18.0890022425943%,0.430957169849731,0.000416280077454118
IA,1981Q1,42141.5875265045,35664.4310062778,6477.15652022668,15.3699869900557%,0.424761423666268,0.000349574360821406
IA,1981Q2,41683.7152222326,36239.1338456114,5444.58137662111,13.0616509291311%,0.420146350926125,0.000294092203764096
IA,1981Q3,41490.4487083719,36810.6476442833,4679.80106408858,11.2792250018359%,0.41819834269025,0.000252878448984926
IA,1981Q4,41561.3371548746,37434.2933713518,4127.04378352273,9.9300072279765%,0.418912854867539,0.000223006172962494
IA,1982Q1,41604.1347997551,38141.4136028449,3462.72119691013,8.32302177073641%,0.419344228948014,0.000186981429825148
IA,1982Q2,41682.5939414109,38876.4559803973,2806.13796101361,6.73215770822211%,0.420135049101346,0.000151470081798811
IA,1982Q3,41843.0878380149,39556.9539721618,2286.13386585305,5.46358785638204%,0.421752729402744,0.000123364312862891
IA,1982Q4,42211.7418581209,40101.1547652149,2110.58709290605,5%,0.425468536414572,0.000113863221416751
IA,1983Q1,42703.5231461376,40568.3469888307,2135.17615730688,5%,0.430425390968259,0.00012178061624892
IA,1983Q2,43187.7239134481,41028.3377177757,2159.38619567241,5%,0.435305838510341,0.000140233225269076
IA,1983Q3,43588.5019103621,41409.076814844,2179.42509551811,5%,0.439345435557704,0.000165813056959619
IA,1983Q4,43906.7269257509,41711.3905794633,2195.33634628754,5%,0.442552949050112,0.000198905695743407
IA,1984Q1,44191.0427501385,41981.4906126316,2209.55213750693,5%,0.445418678639957,0.000242974060755213
IA,1984Q2,44467.4237360085,41998.1836526751,2469.24008333338,5.55291913917167%,0.448204429911396,0.000297164741567704
IA,1984Q3,44733.9353202182,41850.4292642765,2883.5060559417,6.44590294884799%,0.450890703651351,0.000347026100344068
IA,1984Q4,45014.616933162,41853.9999794289,3160.61695373306,7.0213125625971%,0.45371980261294,0.000380336110907642
IA,1985Q1,45299.8683281862,42062.7935252584,3237.07480292777,7.1458812627798%,0.4565949621825,0.000389384288395889
IA,1985Q2,45583.4889040677,42418.590450178,3164.89845388971,6.94308077328254%,0.459453684092697,0.000380591450430049
IA,1985Q3,45862.2374203719,42835.0447099836,3027.19271038838,6.60062151491044%,0.462263298622661,0.0003639129501095
IA,1985Q4,46120.2918845992,43225.6588178465,2894.63306675266,6.27626788224915%,0.464864329766532,0.000347855659064066
IA,1986Q1,46375.9700542127,43524.4754587901,2851.49459542263,6.14864679291728%,0.467441409314309,0.00034248439050878
IA,1986Q2,46618.4293320529,43749.3463125208,2869.0830195321,6.15439657800618%,0.469885250519194,0.000344467036255917
IA,1986Q3,46834.2156983103,43938.8072796317,2895.40841867865,6.18225025338283%,0.472060245091518,0.000347499459699173
IA,1986Q4,47018.1811944719,44131.6700484175,2886.51114605439,6.13913824976659%,0.473914504758549,0.000346309993906296
IA,1987Q1,47172.2439909782,44357.2126907304,2815.03130024788,5.96755859396102%,0.475467363504957,0.0003374692960858
IA,1987Q2,47284.670911128,44613.0265572247,2671.64435390328,5.65012783725334%,0.476600558086941,0.000320247709974458
IA,1987Q3,47383.168468996,44884.4101500279,2498.75831896812,5.27351462493083%,0.477593353217911,0.000299540548194468
IA,1987Q4,47534.3073124296,45157.5919468081,2376.71536562148,5%,0.479116740305968,0.000284951453755145
IA,1988Q1,47843.4470139342,45451.2746632375,2392.17235069671,5%,0.482232679392037,0.000290505973557556
IA,1988Q2,48300.6244459005,45885.5932236055,2415.03122229503,5%,0.486840748244403,0.000315282240444292
IA,1988Q3,48856.2234309029,46413.4122593577,2442.81117154514,5%,0.492440846145525,0.000355821936293066
IA,1988Q4,49463.6847368994,46990.5005000544,2473.18423684497,5%,0.498563684517358,0.000409525766812324
IA,1989Q1,50128.3511882859,47621.9336288716,2506.41755941429,5%,0.505263115761531,0.0004808712649548
IA,1989Q2,50834.1971402762,48292.4872832624,2541.70985701381,5%,0.512377611181712,0.000572217469322804
IA,1989Q3,51564.9866014313,48986.7372713597,2578.24933007157,5%,0.51974352191598,0.000685849087632497
IA,1989Q4,52296.3319481862,49681.5153507769,2614.81659740931,5%,0.52711503563705,0.000821142446868527
