STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
NE,1998Q2,94066.1999640251,85354.1071916708,8712.09277235424,9.26166122973621%,0.903741450176203,0.61964671095448
NE,1998Q3,95549.8647281718,86060.6821165407,9489.18261163106,9.93113139262591%,0.917995766243377,0.675829957230066
NE,1998Q4,97060.6563436279,86688.4751457121,10372.1811979158,10.686287924115%,0.932510703659671,0.73967242041836
NE,1999Q1,98455.130932823,87190.4916752567,11264.6392575663,11.4413938114127%,0.945908124709474,0.804437052436446
NE,1999Q2,99717.2049005046,87616.0221009477,12101.1827995569,12.1355014028233%,0.958033506177189,0.865068273572717
NE,1999Q3,100870.283258554,88054.5077496096,12815.7755089448,12.7052042434489%,0.969111711822461,0.916914268252667
NE,1999Q4,101956.187768176,88591.6302857634,13364.5574824123,13.1081376961643%,0.979544544409015,0.95676819347278
NE,2000Q1,103022.738387919,89264.4285620286,13758.3098258903,13.354634172201%,0.989791434409267,0.983580098408079
NE,2000Q2,104085.3,90109.7238059117,13975.5761940883,13.4270412768069%,1,1
NE,2000Q3,105138.413912849,91053.8850683612,14084.528844488,13.3961777815698%,1.01011779677677,1.00918552726547
NE,2000Q4,106188.202680352,92049.4124032117,14138.7902771402,13.3148409336024%,1.02020364720428,1.0149647381788
NE,2001Q1,107251.410050967,93087.1873097121,14164.2227412548,13.2065608596883%,1.03041841692311,1.02157402886407
NE,2001Q2,108365.156808554,94059.6324739899,14305.5243345643,13.2012214588841%,1.04111874403546,1.03375613772552
NE,2001Q3,109518.181189361,94977.6910617055,14540.4901276554,13.2767819641876%,1.05219643109412,1.05230365366223
NE,2001Q4,110725.223309708,95818.3635106646,14906.8597990439,13.4629304448075%,1.06379309383466,1.07995455933057
NE,2002Q1,112013.050853535,96529.7241606723,15483.3266928628,13.8227881259197%,1.07616590290401,1.12063051925792
NE,2002Q2,113378.089553405,97128.2275170731,16249.862036332,14.3324535634178%,1.08928051851131,1.17704608753808
NE,2002Q3,114816.581266364,97543.8413907846,17272.7398755795,15.0437677947476%,1.10310083428077,1.2523803181624
NE,2002Q4,116306.658796277,97731.3346960249,18575.3241002518,15.9709893590774%,1.11741676102463,1.34844384267335
NE,2003Q1,117817.002293899,97729.1973974566,20087.8048964426,17.0500050971699%,1.13192739314677,1.46157151260309
NE,2003Q2,119322.660861249,97790.4322242352,21532.2286370137,18.0453808870822%,1.14639301477969,1.56866478786795
NE,2003Q3,120845.562430525,98289.3857315296,22556.1766989952,18.6652916708985%,1.16102429863319,1.64509678446848
NE,2003Q4,122407.570475524,99584.4926255241,22823.0778499997,18.6451522249299%,1.17603129813263,1.66613634961361
NE,2004Q1,124013.015421922,101882.882454081,22130.1329678416,17.8450083586384%,1.19145561786268,1.61606984279102
NE,2004Q2,125650.948856806,104841.226531493,20809.7223253129,16.561532176751%,1.20719207089575,1.52080759549298
NE,2004Q3,127326.008121214,107946.285637719,19379.722483494,15.2205529486518%,1.22328521050728,1.41738063033037
NE,2004Q4,128937.972554535,110692.458781497,18245.513773038,14.1506132069208%,1.23877216623803,1.33544890734939
NE,2005Q1,130447.801428652,112724.54143679,17723.2599918613,13.5864765812515%,1.25327785411246,1.29835962269814
NE,2005Q2,131878.016844161,114281.635502742,17596.3813414193,13.3429223175328%,1.26701865531599,1.29004757612379
NE,2005Q3,133306.220519699,115754.926844861,17551.2936748379,13.1661475409127%,1.28074012871845,1.28769588002007
NE,2005Q4,134707.769192001,117534.421252025,17173.347939976,12.7485950090218%,1.29420551405434,1.26085986305511
NE,2006Q1,136043.52562562,119870.183416239,16173.3422093807,11.8883586227311%,1.30703880015352,1.18774998236333
NE,2006Q2,137280.026498607,122498.910209468,14781.1162891384,10.7671280856639%,1.31891848799597,1.08631941340152
NE,2006Q3,138347.373639826,125002.958130158,13344.4155096678,9.64558643838713%,1.32917303057997,0.981526980723349
NE,2006Q4,139196.852403763,126971.251034079,12225.6013696842,8.78295820527742%,1.337334401724,0.900013755291736
NE,2007Q1,139799.783917861,128147.039720094,11652.7441977671,8.33530916229004%,1.34312706902762,0.859025117056712
NE,2007Q2,140075.616164996,128851.184299909,11224.4318650867,8.01312332038247%,1.34577712861466,0.828153924698761
NE,2007Q3,139986.915028519,129569.625081652,10417.2899468667,7.44161691451266%,1.34492493203669,0.769146234015344
NE,2007Q4,139610.954809134,130783.063717713,8827.89109142065,6.32320802009378%,1.34131289249427,0.652098568696875
NE,2008Q1,139085.509603139,132131.234122982,6954.27548015694,5%,1.33626467525326,0.464146449138948
NE,2008Q2,138592.395633066,131662.775851413,6929.61978165334,5%,1.33152708051057,0.267996560831994
NE,2008Q3,138301.696743351,131386.611906184,6915.08483716758,5%,1.32873418958634,0.168044768888976
NE,2008Q4,138319.941080093,131403.944026088,6915.99705400463,5%,1.32890947213576,0.128728778775101
NE,2009Q1,138640.370243013,131708.351730862,6932.01851215062,5%,1.33198799679698,0.122547741451902
NE,2009Q2,139174.407665637,131651.940790232,7522.4668754056,5.40506476842935%,1.3371187637989,0.13300676655634
NE,2009Q3,139716.959786196,131292.427828558,8424.53195763743,6.02971319339414%,1.3423313358005,0.148979530554985
NE,2009Q4,140082.285483924,131034.500837829,9047.78464609452,6.45890707368054%,1.34584120412703,0.160017836734994
NE,2010Q1,140197.1465525,131196.938518689,9000.20803381168,6.41967989729471%,1.34694473237336,0.159072000105708
NE,2010Q2,140163.180244618,131799.501121445,8363.67912317277,5.96710142319558%,1.34661840091365,0.147850626957435
NE,2010Q3,139996.667590803,132759.878293701,7236.78929710228,5.16925825567128%,1.34501862982384,0.127954853545861
NE,2010Q4,139863.911101027,132870.715545976,6993.19555505135,5%,1.34374317123578,0.103640896292776
NE,2011Q1,140007.265891569,133006.902596991,7000.36329457848,5%,1.34512045304735,0.0845629092963995
NE,2011Q2,140496.868318713,133472.024902777,7024.84341593564,5%,1.34982431062515,0.0723622136694762
NE,2011Q3,141371.342754993,134302.775617243,7068.56713774963,5%,1.35822582780655,0.066444959510113
NE,2011Q4,142595.863699379,135466.07051441,7129.79318496896,5%,1.36999041842968,0.0658990305890155
NE,2012Q1,144148.070280189,136502.666522077,7645.40375811188,5.30385439309113%,1.3849032503167,0.0706822841724384
NE,2012Q2,145936.737713944,137341.015566912,8595.7221470318,5.89003309357279%,1.40208788093942,0.0795084073632996
NE,2012Q3,147892.292693991,138060.131190667,9832.16150332414,6.64819060156716%,1.42087588443316,0.0910051072248225
NE,2012Q4,149987.762873731,138739.622073738,11248.1407999932,7.49937233843707%,1.44100812385352,0.104193222372779
NE,2013Q1,152103.068299174,139443.972836864,12659.0954623095,8.32270880782638%,1.46133093048849,0.117366575610459
NE,2013Q2,154130.535916389,140178.414339381,13952.1215770083,9.05214628240626%,1.48080983497563,0.129477391196776
NE,2013Q3,156138.342447103,140933.593695652,15204.7487514511,9.73799805553991%,1.50009984548349,0.141243493586816
NE,2013Q4,158190.37334142,141700.283693076,16490.0896483442,10.4242055316185%,1.51981474176872,0.153344642285532
NE,2014Q1,160293.486123273,144295.962084732,15997.5240385409,9.98014605923415%,1.54002040752415,0.148910644654189
NE,2014Q2,162510.506254354,144363.845887415,18146.6603669388,11.166453655948%,1.56132043866284,0.169103224469353
NE,2014Q3,164892.14665668,147349.021066342,17543.1255903381,10.6391516794699%,1.58420205981709,0.163647062688382
NE,2014Q4,167361.924916727,150258.378688455,17103.5462282721,10.2194966010233%,1.60793046584606,0.159706524072973
NE,2015Q1,169853.367163354,150323.067298004,19530.2998653495,11.4983295247639%,1.63186700872605,0.18257295150637
NE,2015Q2,172293.230334386,148798.035185704,23495.1951486818,13.6367488746264%,1.65530800539928,0.2199109027991
NE,2015Q3,174563.352245457,149519.684105053,25043.6681404035,14.3464638013992%,1.67711821213424,0.234693259383547
NE,2015Q4,176657.003644552,150846.743794723,25810.2598498293,14.6103801815645%,1.69723297761117,0.242174712922708
NE,2016Q1,178669.492306385,152262.721304162,26406.7710022224,14.7796754002859%,1.71656797171536,0.248077105775952
NV,1975Q1,37127.6777355949,35271.2938488152,1856.38388677975,5%,0.209162591612776,0.0105622408927099
NV,1975Q2,38560.4468360592,36632.4244942563,1928.02234180296,5%,0.217234243720134,0.0147144107341659
NV,1975Q3,40009.7830530175,38009.2939003666,2000.48915265088,5%,0.225399228382415,0.02017492668218
NV,1975Q4,41415.5161768015,38755.2233070366,2660.29286976489,6.42342077401181%,0.233318570534124,0.0270007519430765
NV,1976Q1,42711.0737175029,39463.5869616101,3247.48675589282,7.60338355662085%,0.240617227205473,0.0331730807566475
NV,1976Q2,43941.503210421,40156.1490913713,3785.35411904968,8.61453032437899%,0.247548978320324,0.0389161634493788
NV,1976Q3,45278.9230890797,40870.3229293437,4408.600159736,9.73653934097045%,0.255083470778669,0.045645020595588
NV,1976Q4,46842.1771690148,41641.8940869618,5200.28308205297,11.1017108860876%,0.26389022344004,0.0542553699289285
NV,1977Q1,48677.1144678205,42484.1706801817,6192.94378763876,12.7224956847695%,0.274227531461252,0.0650120915266671
NV,1977Q2,50841.8152173181,43415.5759962224,7426.23922109567,14.6065579864782%,0.286422595802617,0.0786929547374259
NV,1977Q3,53351.3750230368,44403.7200631959,8947.65495984095,16.771179666836%,0.300560459110673,0.0958216968574029
NV,1977Q4,56137.8596927437,45428.7372745114,10709.1224182323,19.0764708110461%,0.316258407125514,0.116033500643946
NV,1978Q1,59103.2300611741,46509.8889069272,12593.3411542469,21.3073653355532%,0.332964126124955,0.13850766771988
NV,1978Q2,62226.5130190004,47618.9644281421,14607.5485908583,23.4747985740387%,0.350559461940226,0.162722628878711
NV,1978Q3,65377.3888839917,48830.1816692341,16547.2072147577,25.3102907552941%,0.368310245236319,0.186686026644755
NV,1978Q4,68411.985733478,50188.2093543598,18223.7763791182,26.6382800962905%,0.385405958737678,0.208205007010663
NV,1979Q1,71238.63214149,51723.7459779013,19514.8861635888,27.3936845458086%,0.401330162036446,0.225825552239802
NV,1979Q2,73696.7679424803,53357.3014429045,20339.4664995758,27.5988582232678%,0.415178322924202,0.238224840861717
NV,1979Q3,75679.5668201779,55013.5332170022,20666.0336031757,27.3072831564697%,0.426348624359686,0.244901336334056
NV,1979Q4,77263.1791453806,56610.6493849779,20652.5297604027,26.7301060982002%,0.435270067289897,0.247535381585422
NV,1980Q1,78709.4073964907,58098.5088596322,20610.8985368585,26.1860674836913%,0.443417542906875,0.249809463555057
NV,1980Q2,80234.2899999999,59515.3066021267,20718.9833978732,25.8231030621362%,0.45200812590877,0.253790222688167
NV,1980Q3,81956.2731924082,60938.6504276164,21017.6227647919,25.6449225252702%,0.461709095352718,0.260089261685248
NV,1980Q4,83918.4644721386,62442.3186775151,21476.1457946235,25.5916810796195%,0.472763301765281,0.268396198135792
NV,1981Q1,86074.6296049695,64094.2943025819,21980.3353023875,25.5363693149352%,0.484910279832149,0.277505523278001
NV,1981Q2,88253.8681373057,65834.4622952935,22419.4058420122,25.4033124158728%,0.497187244268545,0.285596065258267
NV,1981Q3,90081.7735168334,67627.5492405488,22454.2242762846,24.9264900097561%,0.507484937249176,0.288444859994414
NV,1981Q4,91538.7336407722,69424.8321898146,22113.9014509577,24.157971791198%,0.515692871975655,0.286292631206944
NV,1982Q1,92861.8268326582,71202.0398268154,21659.7870058428,23.3247479019284%,0.52314665357037,0.282776216268351
NV,1982Q2,93872.5491975606,72833.7408275926,21038.808369968,22.4120986910566%,0.528840661979662,0.27635802425504
NV,1982Q3,94513.3862664164,74277.7797916168,20235.6064747996,21.4103073375861%,0.532450883525917,0.267166023595569
NV,1982Q4,94770.6336388267,75467.5789482601,19303.0546905666,20.3681815235414%,0.5339001130598,0.255898371195373
NV,1983Q1,94640.1996672547,76294.4347296583,18345.7649375964,19.3847487664843%,0.533165299864031,0.243073822920441
NV,1983Q2,94297.8549222407,76965.1142810577,17332.740641183,18.3808429740802%,0.531236665528157,0.230483677779555
NV,1983Q3,93919.2755479763,77483.3988140083,16435.876733968,17.500003740523%,0.529103899681173,0.219453908466239
NV,1983Q4,93539.3470118138,77918.9381478122,15620.4088640016,16.6992921834581%,0.526963533191857,0.209517508879808
NV,1984Q1,93303.3835640371,78348.6752163764,14954.7083476607,16.0280450466159%,0.52563420883674,0.201795328240192
NV,1984Q2,93132.6970626472,78775.8072920145,14356.8897706327,15.4155202452425%,0.52467262887372,0.194709664197093
NV,1984Q3,93108.052010852,79243.233338821,13864.8186720309,14.8911059490483%,0.524533788439351,0.188996877291439
NV,1984Q4,93409.5478783304,79781.5078362844,13628.040042046,14.5895578681069%,0.526232296421763,0.186730416539894
NV,1985Q1,93939.4578493798,80405.5077364499,13533.9501129299,14.4070983831202%,0.529217598752156,0.186409138439554
NV,1985Q2,94679.5960293119,81072.9170306011,13606.6789987107,14.3712896646689%,0.533387243322135,0.188414460763594
NV,1985Q3,95620.2803305139,81725.5855849987,13894.6947455152,14.5311169319812%,0.538686685095198,0.193458170127951
NV,1985Q4,96712.9003678481,82305.7883425147,14407.1120253334,14.8967841627496%,0.544842072466431,0.201724641628845
NV,1986Q1,97924.4121616371,82763.9067523885,15160.5054092486,15.48184469489%,0.551667248777295,0.213381980445631
NV,1986Q2,99116.7882907418,83159.2706255009,15957.5176652409,16.0997122086243%,0.558384622352794,0.22600470291377
NV,1986Q3,100131.4752105,83532.4950099328,16598.980200567,16.5771853112841%,0.564100965489674,0.236652456943259
NV,1986Q4,100933.220582896,83933.7784537925,16999.4421291039,16.8422666302838%,0.568617680515544,0.244058931939517
NV,1987Q1,101541.149970305,84396.0596091099,17145.0903611948,16.8848692044642%,0.572042513253358,0.247871905844613
NV,1987Q2,101938.328648903,84919.2301474239,17019.0985014788,16.6954851301282%,0.574280060194498,0.247947091845344
NV,1987Q3,102241.520972754,85476.7761464571,16764.7448262965,16.3971981899254%,0.575988125338389,0.24621431275343
NV,1987Q4,102614.466587062,86048.6864664751,16565.7801205874,16.1437082621604%,0.578089152819153,0.245345165963476
NV,1988Q1,103194.719391451,86623.7263192146,16570.9930722364,16.057985495728%,0.581358066679611,0.24763465614063
NV,1988Q2,104024.320247252,87199.317234101,16825.0030131511,16.1741052218946%,0.586031708436557,0.253728166088026
NV,1988Q3,105096.674296747,87785.6076411991,17311.0666555479,16.4715646535769%,0.592072925280663,0.263533103077989
NV,1988Q4,106386.496421645,88389.6641152146,17996.8323064308,16.9164630021307%,0.59933927089712,0.276667502010231
NV,1989Q1,107916.332514083,89018.6107897668,18897.7217243166,17.5114565924026%,0.607957759888429,0.293545299605065
NV,1989Q2,109718.622754277,89653.0543005153,20065.568453762,18.2882066417296%,0.618111147346755,0.314958104420118
NV,1989Q3,111765.403080362,90281.7635706052,21483.6395097563,19.2220838628472%,0.629641894853093,0.340844873894266
NV,1989Q4,113966.028145761,90889.5168451883,23076.511300573,20.2485878257145%,0.6420393425234,0.370138050282555
NV,1990Q1,116251.675038482,91493.2539406888,24758.4210977936,21.297259664945%,0.654915769403578,0.401924530179863
NV,1990Q2,118541.7,92058.1230714335,26483.5769285667,22.3411482445136%,0.667816860584667,0.43461524932601
NV,1990Q3,120915.139461204,92643.0216250346,28272.1178361698,23.3817849130802%,0.681187875930062,0.468918477747505
NV,1990Q4,123101.878371726,93277.4059282429,29824.4724434834,24.2274714553287%,0.693507094518483,0.499831358377285
NV,1991Q1,125037.960215779,94017.5567678918,31020.4034478872,24.8087887825066%,0.704414210739444,0.525727889650737
NV,1991Q2,126675.08317465,94785.6720979975,31889.4110766529,25.1741781236378%,0.713637111328727,0.545615084140998
NV,1991Q3,128098.409515384,95615.425823176,32482.9836922084,25.3578352885851%,0.721655566677827,0.560729674823529
NV,1991Q4,129400.353470963,96508.6608904317,32891.6925805314,25.4185492529679%,0.728990201874317,0.572509695795108
NV,1992Q1,130587.251193405,97474.6759925971,33112.5752008078,25.3566675905957%,0.735676712282352,0.581074310021724
NV,1992Q2,131673.045907612,98447.0045715211,33226.0413360911,25.2337455301247%,0.741793648493672,0.58715675411471
NV,1992Q3,132803.641850765,99398.5242769435,33405.1175738211,25.1537661981886%,0.748162977036672,0.594022099446569
NV,1992Q4,133956.790424684,100287.853894162,33668.9365305227,25.1341767922192%,0.754659358144947,0.602021155598859
NV,1993Q1,135141.269773159,100913.348020186,34227.9217529725,25.3275123213107%,0.761332244394473,0.611871616839762
NV,1993Q2,136403.23106647,101715.508808743,34687.7222577269,25.430279023833%,0.768441633150315,0.623872347696361
NV,1993Q3,137762.367377161,102559.094406174,35203.2729709874,25.553620804591%,0.77609846736235,0.637795021569323
NV,1993Q4,139248.129619008,103483.246743107,35764.8828759007,25.6842824199907%,0.784468661782754,0.653517525954042
NV,1994Q1,140842.313638794,104612.118891004,36230.1947477901,25.7239417698764%,0.793449661441842,0.670129598137974
NV,1994Q2,142482.14921986,105725.751828813,36756.3973910473,25.7971946607357%,0.80268784386729,0.686572005003729
NV,1994Q3,144142.929836804,106912.523987818,37230.4058489859,25.8288116462858%,0.812044022306835,0.702410018258684
NV,1994Q4,145800.739745305,108166.37909058,37634.360654725,25.8121877299575%,0.821383464954794,0.717292306488643
NV,1995Q1,147452.919877656,109528.629335601,37924.2905420553,25.7195927849524%,0.830691191679711,0.731400158200239
NV,1995Q2,149074.917054165,110829.153570779,38245.7634833858,25.6553981307865%,0.839828879618162,0.745013479642135
NV,1995Q3,150584.458800169,112074.926217549,38509.5325826199,25.5733778169787%,0.848333038321284,0.757405662960521
NV,1995Q4,151973.53039936,113219.492193558,38754.0382058021,25.5005184810561%,0.85615851606033,0.769295474880966
NV,1996Q1,153267.049161323,114159.220896872,39107.8282644507,25.5161357111321%,0.863445687061942,0.781755667113879
NV,1996Q2,154486.951412627,115117.413881114,39369.5375315121,25.4840536184562%,0.870318131878286,0.79431138642849
NV,1996Q3,155662.388649582,116077.170922105,39585.2177274765,25.4301749259344%,0.876940078462465,0.80639347577655
NV,1996Q4,156821.079504253,117097.294768851,39723.7847354019,25.330641047095%,0.883467682579454,0.817340735345405
NV,1997Q1,157962.491059205,118277.525736518,39684.9653226873,25.1230308262315%,0.88989794198406,0.826127585795545
NV,1997Q2,159046.412084866,119473.827690902,39572.5843939644,24.8811550510481%,0.896004322578219,0.832163033527274
NV,1997Q3,160064.221277146,120718.371261974,39345.8500151727,24.5812897480984%,0.901738255358521,0.835649897821836
NV,1997Q4,161009.529046867,121987.129636264,39022.3994106031,24.2360807100085%,0.907063743917071,0.836899894853847
NV,1998Q1,161994.254367735,123292.938454168,38701.3159135665,23.8905485040924%,0.912611295304644,0.838624512031688
NV,1998Q2,163170.546884624,124579.449285713,38591.0975989105,23.6507741965208%,0.919238060196307,0.843913298187034
NV,1998Q3,164517.785297056,125895.180670593,38622.6046264632,23.4762488181601%,0.926827866374635,0.851986310715275
NV,1998Q4,166007.675107444,127259.465742114,38748.20936533,23.3412156035866%,0.935221313876995,0.861864371133377
NV,1999Q1,167590.19341405,128663.670726059,38926.522687991,23.227207926074%,0.944136593540907,0.872416912400327
NV,1999Q2,169263.250695624,130075.708021226,39187.5426743978,23.1518315484006%,0.953561933833468,0.884946995782036
NV,1999Q3,171083.269831213,131407.123229298,39676.1466019146,23.1911318044472%,0.963815198847664,0.90253534064655
NV,1999Q4,173041.335699289,132580.833729276,40460.5019700131,23.3819866256264%,0.974846164329315,0.926849379485135
NV,2000Q1,175158.259686761,133479.324535603,41678.9351511574,23.7950155623222%,0.986772073367316,0.95944195482224
NV,2000Q2,177506.3,134377.100509547,43129.1994904532,24.2972781757342%,1,1
NV,2000Q3,180144.092925295,135336.102094193,44807.990831102,24.8734166652268%,1.01486027777772,1.04699845863756
NV,2000Q4,183175.995042219,136489.032119429,46686.9629227897,25.4874897292242%,1.031940810226,1.09992872526718
NV,2001Q1,186555.239445048,138074.449101682,48480.7903433657,25.9873646473737%,1.05097813117083,1.15576633323784
NV,2001Q2,190143.967589833,139645.747863636,50498.2197261973,26.5578868297988%,1.07119560032423,1.21355663368594
NV,2001Q3,193854.309895772,141210.378449657,52643.9314461144,27.1564410790862%,1.09209819536417,1.27438149771825
NV,2001Q4,197695.19439478,142627.379337278,55067.8150575015,27.8549082723457%,1.11373621327682,1.34184164010049
NV,2002Q1,201731.896972503,143662.132675968,58069.7642965349,28.7856135633574%,1.13647739247848,1.42027657749781
NV,2002Q2,206140.800084411,144623.163855842,61517.6362285687,29.8425329693969%,1.16131540167538,1.51362185658582
NV,2002Q3,211247.574075705,145435.188876085,65812.38519962,31.1541495742975%,1.19008493825687,1.62921367271258
NV,2002Q4,217418.823407243,146148.926281825,71269.8971254188,32.7800031333646%,1.22485130616346,1.77536845809586
NV,2003Q1,225164.201229731,146843.73076173,78320.4704680016,34.7837134145905%,1.26848568884446,1.96301704435332
NV,2003Q2,235117.140383246,147854.134949015,87263.0054342308,37.1146932511983%,1.32455659536166,2.2016594944419
NV,2003Q3,247895.625625407,149494.963806837,98400.66181857,39.6943921742542%,1.3965455064153,2.49961146818488
NV,2003Q4,263722.225839874,152104.585507518,111617.640332357,42.3239414034553%,1.48570628670574,2.85514852366675
NV,2004Q1,282256.520292619,156043.874952979,126212.64533964,44.7155818433508%,1.59012114101088,3.25509228130413
NV,2004Q2,302639.407399996,160676.223824343,141963.183575653,46.9083602810592%,1.70495023218892,3.68594741250057
NV,2004Q3,323484.703032672,165719.924515583,157764.778517088,48.7703984262756%,1.82238434935927,4.12237590923721
NV,2004Q4,343632.934585187,170737.721653378,172895.212931809,50.3139238212185%,1.93589148433147,4.5450945744077
NV,2005Q1,362406.039173451,175231.931289095,187174.107884356,51.6476238396161%,2.04165170009995,4.94518700854614
NV,2005Q2,379189.015740349,179496.298034533,199692.717705816,52.663107161985%,2.13620032494818,5.30622733382163
NV,2005Q3,393239.895685841,183445.203872257,209794.691813585,53.3503070556171%,2.21535740244623,5.60661172832653
NV,2005Q4,404227.812647125,187127.364465784,217100.448181341,53.707449460154%,2.27725896290512,5.83508317747698
NV,2006Q1,411542.217642418,190638.946400617,220903.271241801,53.6769404867571%,2.31846541583267,5.9725875329411
NV,2006Q2,414996.723067587,193907.507879811,221089.215187776,53.2749303545149%,2.33792672748847,6.01133830810234
NV,2006Q3,414946.072189522,197040.683944007,217905.388245515,52.5141464999791%,2.33764138055676,5.95781448422566
NV,2006Q4,411573.433132741,200097.221674775,211476.211457966,51.3823766146151%,2.31864127150834,5.81397339070477
NV,2007Q1,404667.616046483,203456.323658117,201211.292388366,49.7226079897764%,2.2797366405952,5.57012099816705
NV,2007Q2,393700.917246437,206633.650403241,187067.266843197,47.5150701074191%,2.21795461483022,5.20367489319504
NV,2007Q3,378241.426721497,210176.176542706,168065.250178791,44.4333270513331%,2.13086198473799,4.6948266880052
NV,2007Q4,358531.182472182,214350.257541001,144180.924931181,40.2143333634218%,2.01982229629136,4.04209594667351
NV,2008Q1,335501.802409714,219242.665981647,116259.136428067,34.6523135175565%,1.89008391482282,3.26823220883411
NV,2008Q2,310692.323047215,224382.006239538,86310.3168076772,27.7799966092374%,1.75031716084001,2.43209154018581
NV,2008Q3,286084.99897933,229046.303102207,57038.6958771223,19.9376744955591%,1.61168926950384,1.61006738510108
NV,2008Q4,263460.386619576,232542.554605357,30917.8320142193,11.7352868151913%,1.48423118852445,0.873581086132463
NV,2009Q1,244580.086036805,232351.081734965,12229.0043018402,5%,1.37786707309434,0.28773454364364
NV,2009Q2,229948.77494843,218451.336201009,11497.4387474215,5%,1.29544007704758,0.00000105622408927099
NV,2009Q3,219403.317842914,208433.151950768,10970.1658921457,5%,1.2360311596992,0.00000105622408927099
NV,2009Q4,212290.965220397,201676.416959377,10614.5482610199,5%,1.19596298959754,0.00000105622408927099
NV,2010Q1,207351.360092213,196983.792087602,10367.5680046107,5%,1.16813521600198,0.00000105622408927099
NV,2010Q2,203357.124675843,193189.268442051,10167.8562337921,5%,1.14563327992214,0.00000105622408927099
NV,2010Q3,199392.921941838,189423.275844746,9969.6460970919,5%,1.12330053604767,0.00000105622408927099
NV,2010Q4,195137.332081561,185380.465477483,9756.86660407807,5%,1.09932623282419,0.00000105622408927099
NV,2011Q1,190856.655858818,181313.823065877,9542.8327929409,5%,1.07521060299729,0.00000105622408927099
NV,2011Q2,187360.82617548,177992.784866706,9368.041308774,5%,1.05551648688232,0.00000105622408927099
NV,2011Q3,185578.526103854,176299.599798661,9278.9263051927,5%,1.04547571609489,0.00000105622408927099
NV,2011Q4,186234.09111806,176922.386562157,9311.70455590304,5%,1.04916890903625,0.00000105622408927099
NV,2012Q1,189829.91389632,178086.202254153,11743.7116421672,6.1864389026596%,1.06942634653711,0.00000133285669541224
NV,2012Q2,196390.213875256,179022.522808198,17367.6910670576,8.84346053927579%,1.106384471285,0.00000197363790316011
NV,2012Q3,205369.054416727,179851.276496145,25517.7779205817,12.4253276585683%,1.15696769307189,0.00000290434118218437
NV,2012Q4,216124.878126979,180692.543246191,35432.3348807886,16.3943805025404%,1.21756173232713,0.00000403973597019491
NV,2013Q1,228068.734105995,181640.813362045,46427.9207439498,20.3569862067864%,1.28484867357381,0.00000530292301372326
NV,2013Q2,240445.318298654,182692.969755011,57752.3485436438,24.018911639573%,1.35457343372407,0.00000660851677303736
NV,2013Q3,252433.753636617,183820.299217907,68613.4544187107,27.1807765127483%,1.42211151737498,0.00000786586321047148
NV,2013Q4,263449.394501999,184993.232716496,78456.1617855031,29.780353807155%,1.48416926329939,0.00000901085531117965
NV,2014Q1,273330.902785817,188519.500911152,84811.4018746657,31.0288375775512%,1.53983775666451,0.00000975850176129448
NV,2014Q2,282349.999149659,188758.075221172,93591.9239284863,33.1474851108033%,1.59064776376759,0.000010788649262023
NV,2014Q3,291043.722571041,192819.172417183,98224.5501538578,33.7490701693049%,1.63962474893027,0.0000113431539396966
NV,2014Q4,299779.959233584,196790.249441159,102989.709792425,34.3551016738171%,1.6888412368101,0.0000119149656045116
NV,2015Q1,308733.840931199,197051.071249835,111682.769681364,36.17445024637%,1.73928385038277,0.0000129443938693162
NV,2015Q2,317764.748540847,195239.658934795,122525.089606052,38.5584273172776%,1.79016039735405,0.0000142272488827379
NV,2015Q3,326742.08353669,196383.069583019,130359.013953671,39.8966097487815%,1.84073513749478,0.0000151644239902058
NV,2015Q4,335581.907189081,198332.498942176,137249.408246905,40.8989296820383%,1.89053519333726,0.0000159948344859873
NV,2016Q1,344255.580112468,200410.669342919,143844.910769549,41.7843367194091%,1.93939922195702,0.0000167936761985524
NH,1975Q1,25870.7800953706,24577.2410906021,1293.53900476853,5%,0.164031776285478,0.000169284035524549
NH,1975Q2,26526.6294382204,25200.2979663094,1326.33147191102,5%,0.168190140752523,0.000273435364222184
NH,1975Q3,26931.5936892665,25585.0140048032,1346.57968446333,5%,0.170757786768079,0.000399194486753772
NH,1975Q4,27246.8534893233,25884.5108148572,1362.34267446617,5%,0.172756668317228,0.00051360526063208
NH,1976Q1,27633.4921680175,26236.2462365231,1397.24593149438,5.05634945810984%,0.175208122390629,0.00057526476751008
NH,1976Q2,28114.6356028325,26708.9038226909,1405.73178014163,5%,0.178258776911671,0.000579432723146064
NH,1976Q3,28858.5251836476,27415.5989244652,1442.92625918238,5%,0.182975354024983,0.000631506236012217
NH,1976Q4,29719.7637409019,28233.7755538568,1485.9881870451,5%,0.188435973682804,0.00071700274414485
NH,1977Q1,30688.1345391862,29153.7278122269,1534.40672695931,5%,0.19457585742655,0.000878562455164161
NH,1977Q2,31871.6973400826,30278.1124730785,1593.58486700413,5%,0.202080150217905,0.00121518887488784
NH,1977Q3,33224.6539284177,31563.4212319968,1661.23269642089,5%,0.210658471845766,0.00181034522593676
NH,1977Q4,34746.6443161181,33009.3121003122,1737.33221580591,5%,0.220308539832259,0.00285581623651166
NH,1978Q1,36434.5938268502,34612.8641355077,1821.72969134251,5%,0.231010859418483,0.00469309628165426
